From	Entry	Protein names	Gene Names	Length	EC number	Interacts with	Pathway	Gene Ontology IDs	Subcellular location [CC]	PubMed ID	Protein families	Domain [FT]	Topological domain
b1821	P76264	Probable manganese efflux pump MntP	mntP yebN b1821 JW5830	188				GO:0005384; GO:0005886; GO:0010042; GO:0071421	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	9097040; 9278503; 16738553; 8107138; 15919996; 21908668	MntP (TC 9.B.29) family		TOPO_DOM 1..2; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 24..65; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 87..105; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 129..142; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 164..167; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 188; /note="Periplasmic"; /evidence="ECO:0000255"
b4293	P23484	Ferric citrate uptake sigma factor FecI	fecI b4293 JW4253	173				GO:0000345; GO:0001000; GO:0001046; GO:0006352; GO:0006355; GO:0006879; GO:0016987; GO:0034755; GO:2000142		2254251; 7610040; 9278503; 16738553; 8596456; 8052622; 10633096; 20005847	Sigma-70 factor family, ECF subfamily		
b4019	P13009	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	metH b4019 JW3979	1227	2.1.1.13		PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via de novo pathway; L-methionine from L-homocysteine (MetH route): step 1/1.	GO:0005737; GO:0005829; GO:0008270; GO:0008705; GO:0009086; GO:0031419; GO:0032259; GO:0035999; GO:0046653; GO:0050667		2185137; 2668277; 8369296; 8265357; 9278503; 16738553; 9201956; 1593636; 8652590; 9398304; 9298644; 11170420; 11513576; 7992050; 8939751; 11731805	Vitamin-B12 dependent methionine synthase family	DOMAIN 2..325; /note="Hcy-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00333"; DOMAIN 356..617; /note="Pterin-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00334"; DOMAIN 650..744; /note="B12-binding N-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00667"; DOMAIN 746..881; /note="B12-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00666"; DOMAIN 897..1227; /note="AdoMet activation"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00346"	
b1684	P77667	Protein SufA	sufA ydiC b1684 JW1674	122		P77522; P77499		GO:0005737; GO:0005829; GO:0006979; GO:0016226; GO:0042803; GO:0046872; GO:0051537; GO:0097428; GO:1990230		9097039; 9278503; 16738553; 10322040; 17350000; 17941825; 19366265; 19810706; 23018275; 16298366	HesB/IscA family		
b1243	P23843	Periplasmic oligopeptide-binding protein	oppA b1243 JW1235	543				GO:0006857; GO:0009408; GO:0015031; GO:0015833; GO:0016020; GO:0030288; GO:0055052; GO:0061077; GO:0140205; GO:1900750; GO:1904680	SUBCELLULAR LOCATION: Periplasm.	2187863; 9097039; 9278503; 16738553; 2015910; 9298646; 9600841	Bacterial solute-binding protein 5 family		
b3006	P0ABU7	Biopolymer transport protein ExbB	exbB b3006 JW2974	244		P0ABV2; P02929		GO:0005886; GO:0006879; GO:0009279; GO:0015889; GO:0016020; GO:0017038; GO:0022857; GO:0030003; GO:0031992; GO:0042802; GO:0043213; GO:0050821; GO:0098797; GO:1902495	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	2670903; 9278503; 16738553; 8449962; 15919996; 20005847	ExbB/TolQ family		TOPO_DOM 1..15; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 40..127; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 156..161; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 195..244; /note="Cytoplasmic"; /evidence="ECO:0000305"
b2155	P17315	Colicin I receptor	cirA cir feuA b2155 JW2142	663				GO:0006879; GO:0009279; GO:0015343; GO:0015344; GO:0016020; GO:0042912; GO:0044718; GO:1902495	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|PROSITE-ProRule:PRU01360}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU01360}.	2644220; 9278503; 16738553; 3316180; 1315732; 2160948; 9298644	TonB-dependent receptor family	DOMAIN 43..158; /note="TBDR plug"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"; DOMAIN 163..663; /note="TBDR beta-barrel"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"	
b0805	P75780	Catecholate siderophore receptor Fiu (Ferric iron uptake protein) (TonB-dependent receptor Fiu)	fiu ybiL b0805 JW0790	760				GO:0006879; GO:0009279; GO:0015344; GO:0015891; GO:0016020; GO:0033214; GO:0038023; GO:0042884; GO:1902495	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|PROSITE-ProRule:PRU01360}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU01360}.	8905232; 9278503; 16738553; 3072926; 2139424; 2407721; 1804764; 10411720; 10806384; 12949180; 16718603	TonB-dependent receptor family	DOMAIN 67..175; /note="TBDR plug"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"; DOMAIN 180..760; /note="TBDR beta-barrel"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"	
b3324	P45757	Putative type II secretion system protein C (T2SS protein C) (Putative general secretion pathway protein C)	gspC yheE b3324 JW3286	271				GO:0005886; GO:0015627; GO:0015628	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	9278503; 16738553; 8655552; 11118204	GSP C family		TOPO_DOM 1..17; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 39..271; /note="Periplasmic"; /evidence="ECO:0000255"
b0592	P0AEL6	Ferric enterobactin-binding periplasmic protein FepB	fepB b0592 JW0584	318				GO:0006974; GO:0015685; GO:0016020; GO:0030288; GO:0033212; GO:0034755; GO:0055052	SUBCELLULAR LOCATION: Periplasm {ECO:0000269|PubMed:10986237, ECO:0000269|PubMed:3011753, ECO:0000305|PubMed:2529253}.	2529253; 9278503; 16738553; 2139473; 3011753; 1479347; 7551033; 10986237; 20005847; 25173704	Bacterial solute-binding protein 8 family	DOMAIN 48..318; /note="Fe/B12 periplasmic-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00344"	
b4291	P13036	Fe(3+) dicitrate transport protein FecA (Iron(III) dicitrate transport protein FecA)	fecA b4291 JW4251	774		P02929		GO:0006355; GO:0006826; GO:0006879; GO:0009279; GO:0015343; GO:0016020; GO:0023019; GO:0033214; GO:0038023; GO:1902495; GO:1990641	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|PROSITE-ProRule:PRU01360}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU01360}.	2836368; 7610040; 9278503; 16738553; 2254251; 2651410; 10633096; 20005847	TonB-dependent receptor family	DOMAIN 129..250; /note="TBDR plug"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"; DOMAIN 255..774; /note="TBDR beta-barrel"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"	
b0590	P23876	Ferric enterobactin transport system permease protein FepD	fepD b0590 JW0582	334				GO:0005886; GO:0015620; GO:0015685; GO:0016020; GO:0022857; GO:0033212; GO:0033214; GO:0055052	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:1479347, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.	1838574; 1787794; 9278503; 16738553; 1479347; 15919996; 20005847	Binding-protein-dependent transport system permease family, FecCD subfamily		TOPO_DOM 1..9; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 31..63; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 85..92; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 114..120; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 142..151; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 173..192; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 214..241; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 263..279; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 301..305; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 327..334; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996"
b0591	P24077	Enterobactin exporter EntS (Protein p43)	entS ybdA b0591 JW0583	416				GO:0005886; GO:0006974; GO:0042930; GO:0042931; GO:0046677	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_01436}.	1838574; 1787794; 9278503; 16738553; 12068807; 15919996; 22952739	Major facilitator superfamily, EntS (TC 2.A.1.38) family		TOPO_DOM 1..21; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 43..55; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 77..83; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 105..109; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 131..156; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 178; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 200..218; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 240..256; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 278..287; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 308..313; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 337..356; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 378; /note="Periplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000305"; TOPO_DOM 400..416; /note="Cytoplasmic"; /evidence="ECO:0000255|HAMAP-Rule:MF_01436, ECO:0000269|PubMed:15919996"
b0584	P05825	Ferrienterobactin receptor (Enterobactin outer-membrane receptor)	fepA fep feuB b0584 JW5086	746		P02929		GO:0006879; GO:0009279; GO:0015344; GO:0015620; GO:0015685; GO:0016020; GO:0019904; GO:0022834; GO:0030313; GO:0033214; GO:0038023; GO:0042912; GO:0042914; GO:0042930; GO:0042931; GO:0044718; GO:1902495; GO:1903981	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|PROSITE-ProRule:PRU01360}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU01360}.	3015941; 8905232; 9278503; 16738553; 2974033; 2526281; 2201687; 9298644; 20005847; 9886293	TonB-dependent receptor family	DOMAIN 42..169; /note="TBDR plug"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"; DOMAIN 174..746; /note="TBDR beta-barrel"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"	
b1658	P0ACP7	HTH-type transcriptional repressor PurR (Pur regulon repressor) (Purine nucleotide synthesis repressor)	purR b1658 JW1650	341		P64503	PATHWAY: Purine metabolism; purine nucleotide biosynthesis [regulation].	GO:0000976; GO:0001217; GO:0002057; GO:0003700; GO:0005829; GO:0006164; GO:0006355; GO:0042803; GO:0045892; GO:1900372		3058704; 2404765; 9097039; 9278503; 16738553; 2211500; 1400170; 14741201; 7973627; 7553867; 8591032; 9278422; 9454587; 9628480; 10438625; 11781089		DOMAIN 2..56; /note="HTH lacI-type"	
b2106	P76425	Nickel/cobalt efflux system RcnA	rcnA yohM b2106 JW2093	274				GO:0005886; GO:0006824; GO:0010045; GO:0015099; GO:0032025; GO:0035444; GO:0046583	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15805538}; Multi-pass membrane protein {ECO:0000269|PubMed:15805538}.	9097040; 9278503; 16738553; 15805538; 15919996; 16956381; 17120142	NiCoT transporter (TC 2.A.52) family, RcnA subfamily		TOPO_DOM 1..12; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 34..56; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 78..86; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 108..175; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 197..209; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 231..251; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 273..274; /note="Periplasmic"; /evidence="ECO:0000255"
b3938	P0A8U6	Met repressor (Met regulon regulatory protein MetJ)	metJ b3938 JW3909	105		P0AFF6		GO:0003677; GO:0003700; GO:0005829; GO:0009086; GO:0045892	SUBCELLULAR LOCATION: Cytoplasm.	6094549; 8346018; 9278503; 16738553; 2141834; 2677753; 1406951	MetJ family		
b1252	P02929	Protein TonB	tonB exbA b1252 JW5195	239		P0ABU7; P0ABV2; P13036; P05825; P06971; P69776		GO:0005886; GO:0006879; GO:0009279; GO:0015031; GO:0015889; GO:0015891; GO:0016020; GO:0019904; GO:0030003; GO:0030288; GO:0030313; GO:0031992; GO:0042914; GO:0055085; GO:0098002; GO:0098797; GO:1902495	SUBCELLULAR LOCATION: Cell inner membrane; Single-pass membrane protein; Periplasmic side.	6310567; 9097039; 9278503; 16738553; 1885532; 8316087; 20005847; 11328822	TonB family	DOMAIN 148..239; /note="TonB C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01359"	TOPO_DOM 33..239; /note="Periplasmic"; /evidence="ECO:0000305|PubMed:1885532"
b1102	P16869	Hydroxamate siderophore receptor FhuE (Ferric iron uptake protein) (Ferric-coprogen receptor FhuE) (Outer-membrane receptor for Fe(III)-coprogen, Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid) (TonB-dependent transporter receptor FhuE) (TBDT receptor FhuE)	fhuE b1102 JW1088	729				GO:0006879; GO:0009279; GO:0015092; GO:0015343; GO:0015344; GO:0015687; GO:0016020; GO:0038023; GO:0044718; GO:0072711; GO:1902495	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000255|PROSITE-ProRule:PRU01360, ECO:0000305|PubMed:31098021}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU01360}.	2162465; 8905232; 9278503; 16738553; 3032906; 20005847; 31098021	TonB-dependent receptor family	DOMAIN 74..183; /note="TBDR plug"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"; DOMAIN 189..729; /note="TBDR beta-barrel"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01360"	
b3127	P0AA80	Probable galactarate/D-glucarate transporter GarP	garP yhaU b3127 JW3096	444				GO:0005886; GO:0019580; GO:0022857; GO:0042836; GO:0098656	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000255}.	9278503; 16738553; 9772162; 10762278; 15919996	Major facilitator superfamily, Phthalate permease family		TOPO_DOM 1..11; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 33..56; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 78..89; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 132..157; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 200..252; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 274..288; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 310..319; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 341..350; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 372..385; /note="Cytoplasmic"; /evidence="ECO:0000305"; TOPO_DOM 407..413; /note="Periplasmic"; /evidence="ECO:0000305"; TOPO_DOM 435..444; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:15919996"
b3510	P0AES9	Acid stress chaperone HdeA (10K-S protein)	hdeA yhhC yhiB b3510 JW3478	110		P0AES9		GO:0030288; GO:0042802; GO:0042803; GO:0044183; GO:0051082; GO:0061077; GO:1990451	SUBCELLULAR LOCATION: Periplasm {ECO:0000255|HAMAP-Rule:MF_00946, ECO:0000269|PubMed:17085547}.	8455549; 8041620; 9278503; 16738553; 8244952; 9298646; 9868784; 12071744; 15911614; 17085547; 18359765; 21892184; 9731767; 10623550	HdeA family		
b3506	P37194	Outer membrane protein Slp	slp b3506 JW3474	188		P37194		GO:0009279; GO:0019867; GO:0042802	SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000269|PubMed:16079137}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303, ECO:0000269|PubMed:16079137}.	8022277; 8041620; 9278503; 16738553; 16079137			
b3515	P63201	HTH-type transcriptional regulator GadW	gadW yhiW b3515 JW3483	242				GO:0003677; GO:0003700; GO:0006351; GO:0006355; GO:0006974; GO:0043565		8041620; 9278503; 16738553; 12446650; 12730179; 14617649		DOMAIN 139..236; /note="HTH araC/xylS-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00593"	
b3512	P63204	Transcriptional regulator GadE	gadE yhiE yhiT b3512 JW3480	175				GO:0003677; GO:0005667; GO:0006355; GO:1990451		8041620; 9278503; 16738553; 8244952; 12399493; 12694615; 12940989; 14702398; 29039649		DOMAIN 109..174; /note="HTH luxR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00411"	
b3511	P0AET5	Protein HdeD	hdeD yhiA b3511 JW3479	190				GO:0005886; GO:0009268	SUBCELLULAR LOCATION: Cell inner membrane; Multi-pass membrane protein.	8244952; 8041620; 9278503; 16738553; 8455549; 15919996			TOPO_DOM 1..25; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 45..47; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 71..76; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 100..103; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 127..138; /note="Cytoplasmic"; /evidence="ECO:0000255"; TOPO_DOM 162..164; /note="Periplasmic"; /evidence="ECO:0000255"; TOPO_DOM 188..190; /note="Cytoplasmic"; /evidence="ECO:0000255"
b2151	P25748	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS b2151 JW2138	346		P03024		GO:0000976; GO:0003677; GO:0003700; GO:0006355		1619663; 9278503; 16738553; 8208287; 8982002		DOMAIN 1..56; /note="HTH lacI-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00111"	
b2837	P03024	HTH-type transcriptional regulator GalR (Galactose operon repressor)	galR b2837 JW2805	343		P03024; P25748	PATHWAY: Carbohydrate metabolism; galactose metabolism [regulation].	GO:0000976; GO:0003677; GO:0003700; GO:0006012; GO:0006351; GO:0006355; GO:0042802		6283521; 9278503; 16738553; 6350601; 8188660; 8982002		DOMAIN 1..56; /note="HTH lacI-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00111"	
b3927	P0AER0	Glycerol uptake facilitator protein (Aquaglyceroporin) (Glycerol facilitator)	glpF b3927 JW3898	281				GO:0005886; GO:0015168; GO:0015254; GO:0015793; GO:0071288	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:11039922, ECO:0000269|PubMed:11964478, ECO:0000269|PubMed:15919996}; Multi-pass membrane protein {ECO:0000269|PubMed:11039922, ECO:0000269|PubMed:11964478}.	2544860; 1372899; 8346018; 9278503; 16738553; 6998951; 7512955; 9150238; 11226336; 14970228; 15919996; 11101882; 11039922; 11964478	MIP/aquaporin (TC 1.A.8) family		TOPO_DOM 1..5; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 35..39; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 61..63; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 79..84; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 109..143; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 170..177; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 195..198; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 217..231; /note="Periplasmic"; /evidence="ECO:0000269|PubMed:11039922"; TOPO_DOM 255..281; /note="Cytoplasmic"; /evidence="ECO:0000269|PubMed:11039922"
b0937	P80644	FMN reductase (NADPH) (EC 1.5.1.38) (FMN reductase) (Sulfate starvation-induced protein 4) (SSI4)	ssuE ycbP b0937 JW0920	191	1.5.1.38	P80645		GO:0006974; GO:0008752; GO:0009970; GO:0042803; GO:0046306; GO:0052873; GO:1990202		10506196; 8905232; 9278503; 16738553; 8774726; 10480865	SsuE family		
b4050	P32696	Phage shock protein G	pspG yjbO b4050 JW5716	80		P0AFN2		GO:0005886; GO:0009271	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:19555453}; Multi-pass membrane protein {ECO:0000269|PubMed:19555453}. Note=Localizes at both cell poles and along the length of the cell.	8265357; 9278503; 16738553; 15485810; 19555453			
b3421	P46850	RNA-splicing ligase RtcB (EC 6.5.1.8) (3'-phosphate/5'-hydroxy nucleic acid ligase)	rtcB yhgL b3421 JW3384	408	6.5.1.8			GO:0003909; GO:0005525; GO:0006281; GO:0006396; GO:0006974; GO:0008033; GO:0008452; GO:0030145; GO:0042245		9278503; 16738553; 9738023; 21224389; 21757685; 22045815; 22730297; 22474365; 24218597; 26858100	RtcB family		
b2221	P76458	Acetate CoA-transferase subunit alpha (EC 2.8.3.8) (Acetoacetyl-CoA transferase subunit alpha) (AA-CoA transferase subunit alpha) (Acetyl-CoA:acetoacetyl-CoA transferase subunit alpha)	atoD b2221 JW2215	220	2.8.3.8		PATHWAY: Lipid metabolism; short-chain fatty acid metabolism. {ECO:0000305|PubMed:3025185}.	GO:0005737; GO:0008410; GO:0008775; GO:0046459; GO:0047371	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1103739}. Note=Membrane associated. {ECO:0000269|PubMed:1103739}.	9097040; 9278503; 16738553; 1103739; 1103741; 3025185; 2883171; 12454473	3-oxoacid CoA-transferase subunit A family		
b2725	P0AEV4	Formate hydrogenlyase regulatory protein HycA	hycA hevA b2725 JW2695	153						2187144; 9278503; 16738553; 1625581; 9298644; 12426353			
b2726	P0A700	Hydrogenase maturation factor HypA	hypA b2726 JW2696	116		P16431; P0A700; P0AAN3		GO:0005886; GO:0008270; GO:0016151; GO:0016530; GO:0036211; GO:0042802; GO:0051604; GO:0065003; GO:0110147; GO:1905360	SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:22016389}.	1849603; 9278503; 16738553; 1482271; 9298644; 12081959; 15995183; 22016389; 23899293; 27951644	HypA/HybF family		
b4312	P0ADH5	Type 1 fimbriae regulatory protein FimB	fimB b4312 JW4275	200				GO:0003677; GO:0006310; GO:0006974; GO:0015074		2874022; 7610040; 9278503; 16738553; 8121417	'phage' integrase family	DOMAIN 8..189; /note="Tyr recombinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01246"	
b4026	P0AF45	Uncharacterized protein YjbE	yjbE b4026 JW3986	80				GO:0044010; GO:0045226		8265357; 9278503; 16738553			
b3686	P0C058	Small heat shock protein IbpB (16 kDa heat shock protein B)	ibpB hslS htpE b3686 JW3663	142		P0C054; P0C058		GO:0005737; GO:0009408; GO:0042802; GO:0050821; GO:1990169	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14702418}.	1356969; 7686882; 9278503; 16738553; 9298644; 9556585; 10187768; 10713416; 12055295; 12071954; 14617181; 14702418; 15665332; 15769476	Small heat shock protein (HSP20) family	DOMAIN 26..137; /note="sHSP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00285"	
b3766	P62522	ilv operon leader peptide (ilvGMEDA operon attenuator peptide)	ilvL b3766 JW3739	32				GO:0008652; GO:0009082; GO:0031555		6990415; 7015336; 3900037; 3550695; 1379743; 9278503; 16738553			
